source,entity_type,bank_id,record_id,name,blood_group,component,category,contact,email,address,city,state,pincode,age,quantity,units_available,event_time,updated_at,notes
REDCROSS,inventory_transaction,23,redcross-23-42-d5c417267207bf6aa74286c70d1f025c,,AB+,Fresh Frozen Plasma,,,,,,,,,1,7,2024-10-12 18:14:51,2024-10-12 18:14:51,INFLOW
REDCROSS,inventory_transaction,43,redcross-43-43-d259e469f5aa8e8c4b7481a5a0995570,,A+,Fresh Frozen Plasma,,,,,,,,,6,27,2024-10-06 22:48:19,2024-10-06 22:48:19,INFLOW
REDCROSS,inventory_transaction,12,redcross-12-44-b5a01c6b19c643ea8f761338033dc5b8,,AB+,Platelets,,,,,,,,,1,1,2024-03-12 04:47:40,2024-03-12 04:47:40,INFLOW
REDCROSS,inventory_transaction,14,redcross-14-45-53afa3d4e9c0232fb0b9b95e0085ac82,,B+,Plasma,,,,,,,,,3,39,2025-01-13 09:46:20,2025-01-13 09:46:20,INFLOW
REDCROSS,inventory_transaction,10,redcross-10-46-12cf865992435ced1a01e3d45af82d33,,O+,Platelets,,,,,,,,,4,17,2024-03-24 08:28:42,2024-03-24 08:28:42,INFLOW
REDCROSS,inventory_transaction,29,redcross-29-47-8a3fedd72c8abd2d8f51b1ebc116a4d1,,B+,Packed RBC,,,,,,,,,8,10,2024-04-26 11:27:07,2024-04-26 11:27:07,OUTFLOW
REDCROSS,inventory_transaction,34,redcross-34-48-a3b42a111de5027abdacd157c7ed319e,,A+,Whole Blood,,,,,,,,,4,23,2025-09-05 01:00:13,2025-09-05 01:00:13,INFLOW
REDCROSS,inventory_transaction,49,redcross-49-49-ef5d6c0dc12d01799e5a8e9e0ba75243,,O+,Fresh Frozen Plasma,,,,,,,,,4,12,2025-05-24 23:27:11,2025-05-24 23:27:11,INFLOW
REDCROSS,inventory_transaction,46,redcross-46-50-3872b90241ef41e988304526f03af2b7,,O+,Platelets,,,,,,,,,1,0,2026-04-05 11:04:25,2026-04-05 11:04:25,OUTFLOW
REDCROSS,inventory_transaction,2,redcross-2-51-3bd9e959c2b3bb76686743e8aef52682,,B+,Whole Blood,,,,,,,,,5,21,2025-08-12 13:36:25,2025-08-12 13:36:25,OUTFLOW
REDCROSS,inventory_transaction,8,redcross-8-52-715aa1f71c9eefda670750f5526fa75d,,B+,Fresh Frozen Plasma,,,,,,,,,2,25,2025-09-24 14:53:44,2025-09-24 14:53:44,INFLOW
REDCROSS,inventory_transaction,7,redcross-7-53-34857b39d5a73a9f234fdc31f60ef104,,O+,Platelets,,,,,,,,,2,12,2024-03-21 12:55:19,2024-03-21 12:55:19,INFLOW
REDCROSS,inventory_transaction,50,redcross-50-54-543f1ffc7b3aaa79324dc52da54266c0,,O+,Platelets,,,,,,,,,3,8,2025-06-27 16:12:57,2025-06-27 16:12:57,OUTFLOW
REDCROSS,inventory_transaction,47,redcross-47-55-5b93f8c1b7a99f9fedef55945b68ed70,,B-,Cryoprecipitate,,,,,,,,,1,1,2024-08-29 03:09:16,2024-08-29 03:09:16,INFLOW
REDCROSS,inventory_transaction,10,redcross-10-56-643be2561471e8741bd96b3266b1b526,,A+,Cryoprecipitate,,,,,,,,,5,14,2026-03-02 20:31:29,2026-03-02 20:31:29,INFLOW
REDCROSS,inventory_transaction,44,redcross-44-57-13e24989f8622bb0ae4178da12fd04d3,,O-,Platelets,,,,,,,,,1,0,2025-10-01 10:55:40,2025-10-01 10:55:40,OUTFLOW
REDCROSS,inventory_transaction,29,redcross-29-58-60b176ae191ec76e90e31b974f14ff42,,O+,Plasma,,,,,,,,,9,13,2026-03-26 08:37:03,2026-03-26 08:37:03,OUTFLOW
REDCROSS,inventory_transaction,5,redcross-5-59-45088f78cb93cb447036b6fcc6e65014,,O+,Plasma,,,,,,,,,28,83,2025-01-12 09:04:41,2025-01-12 09:04:41,INFLOW
REDCROSS,inventory_transaction,40,redcross-40-60-c7315bc56239e48f87ae5d2a499ceaf2,,B+,Plasma,,,,,,,,,15,43,2025-07-21 23:57:02,2025-07-21 23:57:02,INFLOW
REDCROSS,inventory_transaction,42,redcross-42-61-172b8801a25f18484fa81058b009a4d9,,O+,Platelets,,,,,,,,,6,16,2024-06-03 01:28:06,2024-06-03 01:28:06,INFLOW
REDCROSS,inventory_transaction,33,redcross-33-62-7c7266c67ee231705d26c66aaac22a22,,A+,Whole Blood,,,,,,,,,3,13,2025-03-24 14:33:33,2025-03-24 14:33:33,INFLOW
REDCROSS,inventory_transaction,19,redcross-19-63-260fd9cb7752cc84d7ab7b0198f0f3bf,,B+,Fresh Frozen Plasma,,,,,,,,,2,2,2024-02-23 20:41:21,2024-02-23 20:41:21,OUTFLOW
REDCROSS,inventory_transaction,7,redcross-7-64-03591f7aef1f1fbd235bc2fc9d167cce,,B+,Plasma,,,,,,,,,3,12,2026-01-11 21:58:38,2026-01-11 21:58:38,INFLOW
REDCROSS,inventory_transaction,38,redcross-38-65-f703d680874b9ded62487582cf376dd3,,A+,Fresh Frozen Plasma,,,,,,,,,5,13,2025-11-02 22:42:25,2025-11-02 22:42:25,INFLOW
REDCROSS,inventory_transaction,20,redcross-20-66-16f6a4b4c6983df8721ec51dd850df94,,B+,Cryoprecipitate,,,,,,,,,5,6,2026-04-12 04:42:44,2026-04-12 04:42:44,OUTFLOW
REDCROSS,inventory_transaction,6,redcross-6-67-867953603112a6e38f1234aea367dfc8,,A+,Plasma,,,,,,,,,3,10,2024-01-19 11:19:11,2024-01-19 11:19:11,OUTFLOW
REDCROSS,inventory_transaction,50,redcross-50-68-68c8eac5e7657757499be3546f381425,,B+,Packed RBC,,,,,,,,,3,3,2024-06-07 02:18:54,2024-06-07 02:18:54,OUTFLOW
REDCROSS,inventory_transaction,50,redcross-50-69-a4ae8de6f9129d5f41d22f0af774cb99,,B+,Cryoprecipitate,,,,,,,,,5,7,2024-02-08 21:21:56,2024-02-08 21:21:56,OUTFLOW
REDCROSS,inventory_transaction,9,redcross-9-70-77c24170118464d009098abc191a197d,,B+,Packed RBC,,,,,,,,,6,16,2025-12-10 19:51:57,2025-12-10 19:51:57,INFLOW
REDCROSS,inventory_transaction,3,redcross-3-71-16c36af8e2c8a2964b4fdf4cef269292,,B+,Cryoprecipitate,,,,,,,,,4,7,2025-03-30 19:18:48,2025-03-30 19:18:48,OUTFLOW
REDCROSS,inventory_transaction,15,redcross-15-72-0def7c34ab8cdda8fe7f96f37bbbdff6,,B+,Fresh Frozen Plasma,,,,,,,,,3,9,2026-03-14 15:57:53,2026-03-14 15:57:53,OUTFLOW
REDCROSS,inventory_transaction,44,redcross-44-73-58926ae79896714f44f5b4c752454145,,B-,Plasma,,,,,,,,,1,4,2024-10-15 12:32:33,2024-10-15 12:32:33,INFLOW
REDCROSS,inventory_transaction,39,redcross-39-74-0a934195b79092d11b87f3e24e005c5b,,O+,Fresh Frozen Plasma,,,,,,,,,1,7,2025-05-07 11:35:59,2025-05-07 11:35:59,INFLOW
REDCROSS,inventory_transaction,6,redcross-6-75-59b8a12ae38128fedc924639ece07dc9,,A+,Fresh Frozen Plasma,,,,,,,,,1,6,2025-06-09 04:53:27,2025-06-09 04:53:27,INFLOW
REDCROSS,inventory_transaction,23,redcross-23-76-70ef0aa6286b2ab90f4e723aa40d6c7f,,O-,Plasma,,,,,,,,,2,2,2025-05-29 11:15:24,2025-05-29 11:15:24,INFLOW
REDCROSS,inventory_transaction,2,redcross-2-77-3dc42021e73c99cd66fea51ac55756ff,,O+,Whole Blood,,,,,,,,,1,7,2025-10-27 10:50:09,2025-10-27 10:50:09,OUTFLOW
REDCROSS,inventory_transaction,19,redcross-19-78-d2a7fc6ff6e2256b9f5cd7848cf5c683,,O-,Plasma,,,,,,,,,1,3,2024-05-22 22:30:28,2024-05-22 22:30:28,OUTFLOW
REDCROSS,inventory_transaction,6,redcross-6-79-6e137dac9c5451d8a6d2d10c0e9a4f61,,O+,Packed RBC,,,,,,,,,2,25,2025-07-15 23:38:33,2025-07-15 23:38:33,OUTFLOW
REDCROSS,inventory_transaction,50,redcross-50-80-26c6350e146c96c8cfb7c2ab4f8dde7b,,O+,Fresh Frozen Plasma,,,,,,,,,15,54,2024-09-01 13:40:50,2024-09-01 13:40:50,INFLOW
REDCROSS,inventory_transaction,8,redcross-8-81-17655dfa99fd658527469bc11d1bf631,,A+,Plasma,,,,,,,,,6,9,2024-01-17 20:32:36,2024-01-17 20:32:36,OUTFLOW
REDCROSS,inventory_transaction,10,redcross-10-82-206738c0d2f3c202ff70ed149c1c7a0a,,O+,Whole Blood,,,,,,,,,3,39,2024-09-03 18:26:11,2024-09-03 18:26:11,OUTFLOW
REDCROSS,inventory_transaction,34,redcross-34-83-ca3964ece101dd40d8919b350e218b90,,A-,Whole Blood,,,,,,,,,2,2,2025-07-11 16:50:32,2025-07-11 16:50:32,INFLOW
REDCROSS,inventory_transaction,3,redcross-3-84-f9d1ab690e154a5fc8e9f51c42346b26,,A+,Fresh Frozen Plasma,,,,,,,,,4,26,2024-01-17 11:50:04,2024-01-17 11:50:04,INFLOW
REDCROSS,inventory_transaction,50,redcross-50-85-684aefb10909806335782557da18eca0,,B+,Fresh Frozen Plasma,,,,,,,,,6,17,2024-12-26 17:21:52,2024-12-26 17:21:52,INFLOW
REDCROSS,inventory_transaction,45,redcross-45-86-b898cbeb608d4596b0270a7def4f797f,,B+,Packed RBC,,,,,,,,,1,1,2024-03-05 22:49:29,2024-03-05 22:49:29,OUTFLOW
REDCROSS,inventory_transaction,13,redcross-13-87-a36376799e43ccd8adcac600b60d8245,,O+,Packed RBC,,,,,,,,,18,34,2024-11-19 09:32:25,2024-11-19 09:32:25,OUTFLOW
REDCROSS,inventory_transaction,31,redcross-31-88-fb19b0183837a8eef3863334161f1f5e,,O+,Cryoprecipitate,,,,,,,,,3,13,2024-12-31 01:55:41,2024-12-31 01:55:41,INFLOW
REDCROSS,inventory_transaction,24,redcross-24-89-0e8019bf5b23101adae28e9900d91b63,,B+,Plasma,,,,,,,,,6,25,2025-01-30 10:11:31,2025-01-30 10:11:31,OUTFLOW
REDCROSS,inventory_transaction,34,redcross-34-90-bb5edcb9d29cd0bc116e81cfff864e39,,O+,Whole Blood,,,,,,,,,5,6,2024-03-21 13:38:52,2024-03-21 13:38:52,OUTFLOW
REDCROSS,inventory_transaction,19,redcross-19-91-d28a96990b56974844dd800b8c297b77,,O+,Whole Blood,,,,,,,,,14,59,2024-10-29 09:28:38,2024-10-29 09:28:38,INFLOW
REDCROSS,inventory_transaction,45,redcross-45-92-a5d3c0da06e2239ea858abd413590679,,B+,Plasma,,,,,,,,,1,4,2024-12-27 19:27:17,2024-12-27 19:27:17,INFLOW
REDCROSS,inventory_transaction,24,redcross-24-93-bd47964c0749b3180d94606470b190ec,,B+,Cryoprecipitate,,,,,,,,,4,6,2024-02-01 04:54:38,2024-02-01 04:54:38,OUTFLOW
REDCROSS,inventory_transaction,3,redcross-3-94-ff90c7f85f138d1a15ae0b27f0a04f91,,O+,Packed RBC,,,,,,,,,1,1,2025-01-10 11:24:36,2025-01-10 11:24:36,OUTFLOW
REDCROSS,inventory_transaction,44,redcross-44-95-157fa2f7af85a026ec345495d1d3a9d9,,B+,Fresh Frozen Plasma,,,,,,,,,12,45,2026-02-20 02:36:08,2026-02-20 02:36:08,INFLOW
REDCROSS,inventory_transaction,21,redcross-21-96-4e4e9f336abcd744cd07d2b984a91c25,,A+,Packed RBC,,,,,,,,,13,20,2024-01-27 23:11:31,2024-01-27 23:11:31,OUTFLOW
REDCROSS,inventory_transaction,36,redcross-36-97-9b81c8045a593d394eee95cce361f4a0,,O+,Fresh Frozen Plasma,,,,,,,,,4,27,2024-08-07 19:18:44,2024-08-07 19:18:44,OUTFLOW
REDCROSS,inventory_transaction,8,redcross-8-98-3dcfc7733bf807be641f9c4fb107366f,,O+,Whole Blood,,,,,,,,,11,54,2025-12-31 14:05:51,2025-12-31 14:05:51,INFLOW
REDCROSS,inventory_transaction,46,redcross-46-99-419614fd3420874cd795aff1dda7ce2c,,O+,Platelets,,,,,,,,,2,7,2024-11-03 05:45:45,2024-11-03 05:45:45,INFLOW
REDCROSS,inventory_transaction,15,redcross-15-100-2b3e34c52df9e65a5072091040c87f27,,O+,Packed RBC,,,,,,,,,12,23,2024-08-30 15:01:23,2024-08-30 15:01:23,OUTFLOW
REDCROSS,inventory_transaction,30,redcross-30-101-692fa452cde2850727249566c8fe27ec,,A+,Platelets,,,,,,,,,6,17,2024-03-29 02:19:25,2024-03-29 02:19:25,INFLOW
REDCROSS,inventory_transaction,34,redcross-34-102-3018b4169dc33895e32a3d5858345be8,,B+,Plasma,,,,,,,,,2,2,2024-03-16 04:20:41,2024-03-16 04:20:41,OUTFLOW
REDCROSS,inventory_transaction,30,redcross-30-103-347d477f7b4bd97bcad69705b99a7f93,,A+,Fresh Frozen Plasma,,,,,,,,,2,13,2026-03-09 17:40:37,2026-03-09 17:40:37,INFLOW
REDCROSS,inventory_transaction,33,redcross-33-104-3cbd9e3ba53f9c04f250d7e5a0c6223d,,O-,Whole Blood,,,,,,,,,1,0,2025-06-14 04:19:10,2025-06-14 04:19:10,OUTFLOW
REDCROSS,inventory_transaction,46,redcross-46-105-7f4dbad50fe7d59c229958dbe434c5c5,,O+,Platelets,,,,,,,,,5,12,2024-03-21 08:12:40,2024-03-21 08:12:40,OUTFLOW
REDCROSS,inventory_transaction,9,redcross-9-106-5799ce43eedadb9a4d37513082bde15a,,A+,Platelets,,,,,,,,,2,7,2025-05-29 20:10:37,2025-05-29 20:10:37,OUTFLOW
REDCROSS,inventory_transaction,11,redcross-11-107-cd7cfb9906367d462f9a4ae54942c001,,A+,Cryoprecipitate,,,,,,,,,1,1,2024-12-11 18:02:52,2024-12-11 18:02:52,INFLOW
REDCROSS,inventory_transaction,42,redcross-42-108-a06be78decf320b645fcf242f6678944,,A+,Fresh Frozen Plasma,,,,,,,,,1,0,2026-02-24 18:26:39,2026-02-24 18:26:39,OUTFLOW
REDCROSS,inventory_transaction,41,redcross-41-109-78bd3e3d695a9e242fddab91e7ac8051,,B+,Cryoprecipitate,,,,,,,,,4,6,2025-05-09 07:51:51,2025-05-09 07:51:51,OUTFLOW
REDCROSS,inventory_transaction,20,redcross-20-110-cb310ec84a8f3efbf156f770b971d68e,,B+,Cryoprecipitate,,,,,,,,,2,5,2025-03-26 13:30:29,2025-03-26 13:30:29,INFLOW
REDCROSS,inventory_transaction,10,redcross-10-111-4e4da415a9787b2c5a80881552f0777c,,O+,Cryoprecipitate,,,,,,,,,5,16,2024-12-19 12:08:48,2024-12-19 12:08:48,INFLOW
REDCROSS,inventory_transaction,7,redcross-7-112-5c3bde78915dc514f942a5d571767d38,,O+,Plasma,,,,,,,,,2,5,2025-04-05 07:09:06,2025-04-05 07:09:06,INFLOW
REDCROSS,inventory_transaction,40,redcross-40-113-ccfd7bafa031dfe9201b2eec4f89d92a,,B+,Packed RBC,,,,,,,,,4,6,2025-08-14 23:20:12,2025-08-14 23:20:12,OUTFLOW
REDCROSS,inventory_transaction,33,redcross-33-114-833bb7e3c9179e8ec653bd11301aaa97,,B+,Fresh Frozen Plasma,,,,,,,,,4,19,2024-04-02 12:32:29,2024-04-02 12:32:29,INFLOW
REDCROSS,inventory_transaction,23,redcross-23-115-75f5a0b60360e6d6e9594f5668fe4023,,O+,Fresh Frozen Plasma,,,,,,,,,1,35,2025-10-31 21:30:18,2025-10-31 21:30:18,INFLOW
REDCROSS,inventory_transaction,28,redcross-28-116-8f4a5e23d81c882efadf846f6e2a92e6,,O+,Fresh Frozen Plasma,,,,,,,,,1,24,2026-02-21 12:23:02,2026-02-21 12:23:02,OUTFLOW
REDCROSS,inventory_transaction,37,redcross-37-117-876eb09bddec74c7deeec7eb35db5840,,B+,Fresh Frozen Plasma,,,,,,,,,9,26,2024-03-16 12:32:28,2024-03-16 12:32:28,OUTFLOW
REDCROSS,inventory_transaction,40,redcross-40-118-650c4bd5ba4a8a34767030594420c602,,A+,Whole Blood,,,,,,,,,9,30,2024-04-09 12:23:50,2024-04-09 12:23:50,INFLOW
REDCROSS,inventory_transaction,49,redcross-49-119-be749f503190af84e6e5abdfda0d3be7,,O+,Platelets,,,,,,,,,2,2,2025-05-27 01:02:02,2025-05-27 01:02:02,OUTFLOW
REDCROSS,inventory_transaction,31,redcross-31-120-f33b037d7a5a1ba0c51ac2397ea4fa98,,B+,Packed RBC,,,,,,,,,3,17,2025-06-11 04:20:59,2025-06-11 04:20:59,OUTFLOW
REDCROSS,inventory_transaction,26,redcross-26-121-6dca7b0b1b8a6e547806bafbba03b790,,AB-,Cryoprecipitate,,,,,,,,,1,0,2025-08-30 10:32:53,2025-08-30 10:32:53,OUTFLOW
REDCROSS,inventory_transaction,31,redcross-31-122-1414e233a3c669f1f641ecc24cc9ff6d,,A+,Fresh Frozen Plasma,,,,,,,,,2,3,2024-04-22 13:37:19,2024-04-22 13:37:19,INFLOW
REDCROSS,inventory_transaction,42,redcross-42-123-18746bcfa035786e573713d2c66fe3be,,A+,Platelets,,,,,,,,,1,1,2026-01-08 01:37:30,2026-01-08 01:37:30,OUTFLOW
REDCROSS,inventory_transaction,10,redcross-10-124-8d18d5cb073e841f8e7d54923a209f3c,,A+,Packed RBC,,,,,,,,,6,34,2025-12-18 03:12:01,2025-12-18 03:12:01,INFLOW
REDCROSS,inventory_transaction,10,redcross-10-125-b0325e4f21debf56ea23e45ec45907b2,,B+,Packed RBC,,,,,,,,,1,4,2026-03-04 19:58:30,2026-03-04 19:58:30,INFLOW
REDCROSS,inventory_transaction,14,redcross-14-126-b64df3598feec633390ef26168eddb19,,B+,Cryoprecipitate,,,,,,,,,3,11,2025-01-20 10:11:29,2025-01-20 10:11:29,INFLOW
REDCROSS,inventory_transaction,23,redcross-23-127-58883fad85b0c47877c5e91514b31027,,A+,Cryoprecipitate,,,,,,,,,1,6,2026-04-02 22:16:39,2026-04-02 22:16:39,OUTFLOW
REDCROSS,inventory_transaction,16,redcross-16-128-c7396cf010336378bee3e205fc72f270,,O+,Fresh Frozen Plasma,,,,,,,,,23,67,2024-10-31 09:45:13,2024-10-31 09:45:13,INFLOW
REDCROSS,inventory_transaction,21,redcross-21-129-057785e0816bebf4e2f75dd13279ce9b,,B+,Platelets,,,,,,,,,1,0,2026-03-25 23:17:18,2026-03-25 23:17:18,OUTFLOW
REDCROSS,inventory_transaction,26,redcross-26-130-8eb4bc9b9ec39ac74f7309c983b02e5e,,A+,Packed RBC,,,,,,,,,11,39,2024-10-21 22:05:22,2024-10-21 22:05:22,INFLOW
REDCROSS,inventory_transaction,48,redcross-48-131-565544e28f8919f195ee117a05e0b193,,B+,Packed RBC,,,,,,,,,1,7,2024-10-04 17:44:17,2024-10-04 17:44:17,OUTFLOW
REDCROSS,inventory_transaction,40,redcross-40-132-3b18b9795db47ca0fdcb3aa9f1c1e48e,,A+,Packed RBC,,,,,,,,,1,15,2025-11-16 16:14:40,2025-11-16 16:14:40,INFLOW
REDCROSS,inventory_transaction,27,redcross-27-133-ad9389e0da362bf6822163e723cad7fd,,O+,Plasma,,,,,,,,,4,14,2026-02-28 04:00:35,2026-02-28 04:00:35,INFLOW
